FIR_ID,Crime_Type,Crime_Category,District,Police_Station,Latitude,Longitude,Date,Time,Victim_Age,Victim_Gender,Suspect_ID,Suspect_Age,Suspect_Gender,Previous_Offenses,Socio_Economic_Index,Investigation_Status,Crime_Severity,Financial_Loss,Risk_Level
FIR-2026-10126,Identity Theft,Cyber Crimes,Chikkamagaluru,Rural PS,13.304235935679086,75.80717868747246,2024-12-04,00:00:42,65,Female,SUS-0588,38,Male,1,49,Chargesheeted,Low,68263.22,Low
FIR-2024-10127,Assault,Violent Crimes,Bengaluru Urban,Jayanagar PS,12.929424792190185,77.62407053380672,2024-03-17,08:41:14,46,Male,SUS-0304,22,Male,1,32,Under Investigation,Medium,0.0,Medium
FIR-2024-10128,Domestic Violence,Crimes Against Women,Hassan,Hassan Central PS,12.955716617506756,76.05927246213335,2026-05-22,21:20:27,47,Female,SUS-0049,29,Male,0,44,Chargesheeted,Low,0.0,Low
FIR-2026-10129,Phishing,Cyber Crimes,Mysuru,Devaraja PS,12.341438779770257,76.63727495444982,2024-12-02,14:39:17,40,Male,SUS-0501,25,Male,1,43,Arrested,Low,179635.68,Low
FIR-2025-10130,Cyber Bullying,Cyber Crimes,Ballari,Gandhinagar PS,15.126015845818788,76.94402531607547,2024-10-05,13:41:56,41,Female,SUS-0409,26,Male,0,54,Chargesheeted,Medium,139183.2,Medium
FIR-2024-10131,Stalking,Crimes Against Women,Kalaburagi,Chowk PS,17.37091755142547,76.83954196655844,2025-03-02,18:43:28,51,Female,SUS-0368,42,Male,0,45,Untraced,Low,0.0,Low
FIR-2026-10132,Robbery,Property Crimes,Hubballi-Dharwad,Suburban PS,15.364675660707107,75.17186508483309,2025-05-09,13:28:02,38,Female,SUS-0233,43,Male,2,61,Arrested,Medium,10604.55,Medium
FIR-2026-10133,House Breaking,Property Crimes,Kalaburagi,Raghavendra Nagar PS,17.30215222266219,76.82992893951126,2025-08-13,21:55:21,47,Male,SUS-0098,36,Male,0,41,Chargesheeted,High,40985.95,Medium
FIR-2025-10134,Extortion,Violent Crimes,Ballari,Gandhinagar PS,15.192047043261201,76.91345723252476,2025-11-10,17:57:39,55,Male,SUS-0140,38,Male,0,39,Chargesheeted,Medium,0.0,Medium
FIR-2025-10135,Robbery,Property Crimes,Mysuru,Devaraja PS,12.332788872220537,76.6180865492488,2024-03-17,10:15:21,26,Female,SUS-0129,37,Male,0,53,Under Investigation,Medium,57371.35,Medium
FIR-2024-10136,Robbery,Property Crimes,Bengaluru Urban,Koramangala PS,12.982975428514544,77.51716910676642,2025-04-15,14:05:54,36,Female,SUS-0122,33,Male,2,70,Closed,Medium,39268.25,Medium
FIR-2024-10137,Hacking,Cyber Crimes,Belagavi,Market PS,15.816219196142356,74.56512807016139,2025-02-17,00:52:05,28,Female,SUS-0312,32,Male,0,46,Under Investigation,Low,510503.29,Low
FIR-2026-10138,Bribery,Economic Crimes,Davanagere,KTJ Nagar PS,14.4475587861655,75.8618980415536,2025-04-12,01:52:14,38,Female,SUS-0485,41,Male,1,44,Arrested,High,263116.22,Medium
FIR-2025-10139,House Breaking,Property Crimes,Kalaburagi,Chowk PS,17.265468365600736,76.85542144018191,2024-04-09,00:21:22,27,Male,SUS-0299,25,Male,0,31,Under Investigation,Medium,102474.7,Medium
FIR-2024-10140,Cyber Bullying,Cyber Crimes,Kalaburagi,Chowk PS,17.329129232896218,76.82644033199684,2024-06-17,04:52:45,26,Female,SUS-0110,23,Male,0,25,Under Investigation,Medium,43696.93,Medium
FIR-2024-10141,Robbery,Property Crimes,Mysuru,Vidyaranyapuram PS,12.29719076058373,76.66994672598875,2024-08-08,06:45:21,43,Male,SUS-0048,29,Male,0,69,Untraced,High,1692.89,Medium
FIR-2026-10142,Money Laundering,Economic Crimes,Davanagere,Extension PS,14.474958972377445,75.87044584452566,2026-03-01,18:32:08,52,Female,SUS-0482,24,Male,0,58,Chargesheeted,Medium,90236.21,Medium
FIR-2026-10143,Harassment,Crimes Against Women,Bengaluru Urban,Cubbon Park PS,12.987620118274512,77.63628762307933,2025-06-04,05:46:52,41,Female,SUS-0363,47,Male,1,51,Chargesheeted,Medium,0.0,Medium
FIR-2026-10144,Vehicle Theft,Property Crimes,Hubballi-Dharwad,Suburban PS,15.342851052621356,75.10318388039042,2024-10-07,09:28:51,23,Male,SUS-0394,24,Male,0,57,Under Investigation,Medium,2731.41,Low
FIR-2025-10145,Bribery,Economic Crimes,Bengaluru Urban,Jayanagar PS,12.897529410149184,77.5003718603949,2026-05-31,17:40:13,60,Female,SUS-0460,42,Female,2,48,Chargesheeted,High,163714.86,High
FIR-2026-10146,Tax Evasion,Economic Crimes,Bengaluru Urban,Indiranagar PS,12.961330616846297,77.64173205779773,2025-12-28,22:40:20,42,Male,SUS-0235,16,Male,2,62,Chargesheeted,High,403911.72,High
FIR-2026-10147,Vehicle Theft,Property Crimes,Mysuru,Vidyaranyapuram PS,12.297534878267333,76.64336057797948,2025-11-21,13:51:00,30,Male,SUS-0273,25,Female,1,63,Closed,Medium,13903.62,Medium
FIR-2024-10148,Harassment,Crimes Against Women,Mysuru,Krishnaraja PS,12.260019551135269,76.61460993373315,2026-02-07,21:16:09,55,Female,SUS-0303,29,Male,2,58,Chargesheeted,Medium,0.0,Medium
FIR-2025-10149,Murder,Violent Crimes,Belagavi,Khade Bazar PS,15.782951445506155,74.50778015044807,2024-04-14,23:41:35,46,Female,SUS-0512,26,Male,0,50,Under Investigation,High,0.0,Medium
FIR-2026-10150,Drug Possession,Narcotics,Mysuru,Lashkar PS,12.301345401141218,76.65932447982577,2025-01-25,21:20:35,27,Female,SUS-0176,40,Male,0,70,Chargesheeted,High,0.0,Medium
FIR-2025-10151,Bribery,Economic Crimes,Mysuru,Devaraja PS,12.27449572973306,76.64740135149249,2025-10-10,17:47:38,37,Male,SUS-0199,36,Female,0,46,Under Investigation,Low,76029.37,Low
FIR-2026-10152,Murder,Violent Crimes,Bengaluru Urban,Koramangala PS,12.96538922783585,77.57835064966534,2024-07-10,23:32:07,24,Male,SUS-0214,23,Male,0,37,Closed,High,0.0,Medium
FIR-2026-10153,Domestic Violence,Crimes Against Women,Mysuru,Krishnaraja PS,12.270337711610956,76.58696116657109,2024-01-06,14:45:59,59,Female,SUS-0363,47,Male,1,67,Untraced,Low,0.0,Low
FIR-2026-10154,Phishing,Cyber Crimes,Bengaluru Urban,Jayanagar PS,12.977244579868223,77.53360060239423,2026-05-13,18:35:22,47,Male,SUS-0326,30,Female,1,82,Under Investigation,Medium,67548.8,Medium
FIR-2026-10155,Hacking,Cyber Crimes,Bengaluru Urban,Koramangala PS,13.07451009556978,77.61843197901665,2026-03-16,17:25:05,22,Male,SUS-0120,19,Male,0,48,Chargesheeted,Low,13869.09,Low
FIR-2025-10156,Money Laundering,Economic Crimes,Mangaluru,Kadri PS,12.923911669705477,74.80629996652321,2026-02-09,20:00:07,23,Male,SUS-0247,47,Female,0,71,Chargesheeted,Low,89643.96,Low
FIR-2026-10157,Phishing,Cyber Crimes,Belagavi,Market PS,15.87122846421969,74.46584077526006,2024-02-10,12:58:50,17,Male,SUS-0554,46,Male,0,30,Chargesheeted,Low,236068.32,Low
FIR-2026-10158,Robbery,Property Crimes,Mangaluru,Urwa PS,12.952524529300138,74.88765989743891,2025-06-10,09:57:41,35,Male,SUS-0085,40,Female,1,55,Arrested,Medium,7045.35,Medium
FIR-2026-10159,House Breaking,Property Crimes,Mysuru,Lashkar PS,12.289934729038256,76.68198635401632,2025-10-03,13:53:06,69,Male,SUS-0446,49,Male,0,72,Under Investigation,Medium,3105.26,Low
FIR-2026-10160,Money Laundering,Economic Crimes,Mysuru,Devaraja PS,12.306269217527754,76.58650382077188,2024-01-25,22:21:02,9,Male,SUS-0142,25,Male,0,59,Closed,Medium,47147.73,Low
FIR-2026-10161,Robbery,Property Crimes,Ballari,Brucepet PS,15.092654102802388,76.90258977134935,2024-09-21,12:28:40,58,Male,SUS-0018,29,Male,0,28,Under Investigation,Low,2880.73,Low
FIR-2024-10162,Substance Abuse,Narcotics,Hubballi-Dharwad,Gokul Road PS,15.365431203430353,75.06923091546118,2026-02-13,22:54:04,29,Male,SUS-0109,38,Male,0,55,Chargesheeted,High,0.0,Medium
FIR-2026-10163,Robbery,Property Crimes,Hubballi-Dharwad,Gokul Road PS,15.356690666584399,75.03754555629499,2024-10-15,12:25:52,39,Male,SUS-0107,32,Female,0,39,Chargesheeted,High,33433.89,Medium
FIR-2025-10164,Tax Evasion,Economic Crimes,Bengaluru Urban,Jayanagar PS,13.005796156905456,77.59497581418303,2024-10-29,09:43:56,38,Female,SUS-0012,35,Female,0,60,Chargesheeted,Low,37991.56,Low
FIR-2024-10165,Money Laundering,Economic Crimes,Bengaluru Urban,Koramangala PS,12.97106867644164,77.51750070289863,2024-01-06,17:35:05,32,Female,SUS-0482,24,Male,1,48,Under Investigation,Medium,93504.8,Medium
FIR-2025-10166,Murder,Violent Crimes,Mysuru,Devaraja PS,12.305840141726005,76.64657656684194,2024-06-13,07:39:53,60,Male,SUS-0155,44,Male,0,59,Under Investigation,Medium,0.0,Low
FIR-2024-10167,Drug Possession,Narcotics,Mysuru,Vidyaranyapuram PS,12.269427034608913,76.63591939106728,2025-10-22,08:06:12,29,Male,SUS-0339,17,Male,0,63,Chargesheeted,High,0.0,Medium
FIR-2024-10168,Harassment,Crimes Against Women,Mangaluru,Pandeshwar PS,12.945041904604281,74.81396235335244,2024-10-18,10:31:28,52,Female,SUS-0314,16,Female,0,55,Chargesheeted,Medium,0.0,Low
FIR-2026-10169,Kidnapping,Violent Crimes,Hubballi-Dharwad,Town PS,15.402461685925962,75.13580451068309,2026-04-07,05:00:20,21,Female,SUS-0447,39,Male,1,45,Chargesheeted,High,0.0,Medium
FIR-2026-10170,Robbery,Property Crimes,Mangaluru,Urwa PS,12.87600183033139,74.8287304026354,2025-05-06,09:31:35,33,Male,SUS-0394,24,Male,0,59,Under Investigation,Medium,55938.35,Low
FIR-2024-10171,Kidnapping,Violent Crimes,Kalaburagi,Raghavendra Nagar PS,17.325800590960917,76.88325174490052,2024-07-20,23:56:40,51,Female,SUS-0020,21,Male,1,38,Under Investigation,High,0.0,Medium
FIR-2026-10172,House Breaking,Property Crimes,Davanagere,KTJ Nagar PS,14.444518772373364,75.8836736998098,2025-02-18,17:16:34,24,Female,SUS-0153,53,Male,0,40,Chargesheeted,Medium,47966.28,Medium
FIR-2026-10173,Hacking,Cyber Crimes,Belagavi,Camp PS,15.895816530248192,74.51413327852497,2026-05-27,16:05:25,45,Female,SUS-0245,16,Male,0,54,Under Investigation,Medium,70228.49,Medium
FIR-2026-10174,House Breaking,Property Crimes,Tumakuru,New Extension PS,13.328204981675794,77.15578842314325,2024-06-18,14:10:11,23,Male,SUS-0150,25,Female,0,49,Chargesheeted,Medium,1053.38,Medium
FIR-2025-10175,Cyber Bullying,Cyber Crimes,Bengaluru Urban,Koramangala PS,12.974998918505433,77.56020698116848,2024-08-12,07:04:16,56,Male,SUS-0400,36,Male,0,79,Under Investigation,Medium,66503.75,Low
FIR-2025-10176,Extortion,Violent Crimes,Bengaluru Urban,Cubbon Park PS,13.033252845792052,77.64795992743508,2025-04-25,01:41:20,38,Female,SUS-0534,33,Male,0,45,Under Investigation,High,0.0,Medium
FIR-2026-10177,Murder,Violent Crimes,Bengaluru Urban,Whitefield PS,13.00215199089453,77.61428016216412,2025-08-15,12:23:37,22,Male,SUS-0080,32,Male,0,50,Under Investigation,High,0.0,Medium
FIR-2024-10178,Bribery,Economic Crimes,Mangaluru,Barkur PS,12.920719662565325,74.89464558643444,2024-12-27,15:50:30,16,Male,SUS-0562,50,Male,0,55,Chargesheeted,Low,17784.9,Low
FIR-2024-10179,Harassment,Crimes Against Women,Ballari,Cowlbazar PS,15.224092965774839,76.8804299475749,2025-10-20,11:38:45,21,Female,SUS-0425,33,Male,0,46,Under Investigation,Medium,0.0,Medium
FIR-2025-10180,Murder,Violent Crimes,Bengaluru Urban,Cubbon Park PS,13.016821064781492,77.59583228539992,2025-05-05,20:53:26,31,Female,SUS-0099,22,Male,0,38,Under Investigation,High,0.0,Medium
FIR-2026-10181,Murder,Violent Crimes,Shivamogga,Tunga Nagar PS,13.962523769783846,75.61199939885412,2024-02-10,01:10:16,21,Male,SUS-0416,35,Male,0,56,Chargesheeted,Medium,0.0,Low
FIR-2024-10182,Harassment,Crimes Against Women,Bengaluru Urban,Whitefield PS,12.974363407708971,77.48217486733527,2024-03-28,14:38:30,46,Female,SUS-0491,25,Male,0,73,Chargesheeted,Low,0.0,Low
FIR-2024-10183,House Breaking,Property Crimes,Tumakuru,New Extension PS,13.322135021177688,77.07572513576277,2025-11-06,10:59:29,25,Male,SUS-0236,45,Female,1,38,Under Investigation,Medium,16325.25,Medium
FIR-2024-10184,Substance Abuse,Narcotics,Mysuru,Devaraja PS,12.306761553625972,76.6287630322371,2025-06-19,04:38:06,31,Male,SUS-0040,30,Male,0,58,Under Investigation,High,0.0,Medium
FIR-2024-10185,Stalking,Crimes Against Women,Bengaluru Urban,Koramangala PS,12.996064062461988,77.68659876497546,2025-05-08,19:34:52,17,Female,SUS-0442,33,Male,0,50,Untraced,Medium,0.0,Medium
FIR-2024-10186,Robbery,Property Crimes,Hubballi-Dharwad,Keshwapur PS,15.35661594878583,75.12912898166014,2024-08-22,12:22:37,15,Female,SUS-0590,33,Male,0,39,Under Investigation,Low,38394.12,Low
FIR-2025-10187,Online Fraud,Cyber Crimes,Bengaluru Urban,Indiranagar PS,12.888574289284415,77.55007743595252,2026-05-29,17:26:16,44,Male,SUS-0442,33,Male,0,61,Under Investigation,Low,180851.98,Low
FIR-2024-10188,Extortion,Violent Crimes,Bengaluru Urban,Jayanagar PS,12.979365286080226,77.5430563316649,2024-01-08,20:13:44,21,Male,SUS-0110,23,Male,0,65,Chargesheeted,Medium,0.0,Low
FIR-2025-10189,Stalking,Crimes Against Women,Bengaluru Urban,Whitefield PS,13.028729368578988,77.64550162530342,2026-05-25,11:39:17,19,Female,SUS-0209,40,Male,0,73,Under Investigation,High,0.0,Medium
FIR-2025-10190,Hacking,Cyber Crimes,Davanagere,Extension PS,14.453225990117723,75.9069627558557,2025-01-14,08:19:36,36,Male,SUS-0408,19,Male,1,56,Under Investigation,Medium,261965.6,Medium
FIR-2026-10191,Tax Evasion,Economic Crimes,Hubballi-Dharwad,Gokul Road PS,15.398113337414593,75.1464577784344,2026-02-04,22:10:06,31,Female,SUS-0347,42,Male,0,53,Closed,Medium,73810.78,Medium
FIR-2026-10192,Cyber Bullying,Cyber Crimes,Bengaluru Urban,Koramangala PS,12.93737029680194,77.54716313603252,2024-06-13,20:00:51,40,Female,SUS-0483,31,Male,0,53,Under Investigation,Low,262366.44,Low
FIR-2024-10193,Kidnapping,Violent Crimes,Mangaluru,Urwa PS,12.839950710351234,74.87609953294488,2024-08-15,02:38:02,43,Male,SUS-0411,16,Male,0,68,Chargesheeted,High,0.0,Medium
FIR-2026-10194,Harassment,Crimes Against Women,Belagavi,Camp PS,15.818117852579347,74.52720556800239,2024-02-28,20:31:28,55,Female,SUS-0341,38,Male,1,53,Closed,Low,0.0,Low
FIR-2026-10195,Harassment,Crimes Against Women,Bengaluru Urban,Jayanagar PS,12.896011860655138,77.61288899247798,2025-12-16,21:02:23,56,Female,SUS-0162,17,Male,0,45,Under Investigation,Medium,0.0,Medium
FIR-2025-10196,Tax Evasion,Economic Crimes,Mysuru,Krishnaraja PS,12.276382345235836,76.5950209782064,2025-11-16,23:45:04,50,Female,SUS-0573,31,Female,0,52,Closed,Low,50171.83,Low
FIR-2025-10197,House Breaking,Property Crimes,Bengaluru Urban,Indiranagar PS,13.071040809851107,77.60702158551656,2025-09-12,12:36:00,22,Male,SUS-0322,29,Male,2,33,Chargesheeted,Low,2085.42,Medium
FIR-2025-10198,Substance Abuse,Narcotics,Bengaluru Urban,Whitefield PS,12.944199262282599,77.6663245731043,2024-04-29,08:56:34,39,Female,SUS-0319,37,Male,0,60,Untraced,High,0.0,Medium
FIR-2024-10199,Extortion,Violent Crimes,Belagavi,Khade Bazar PS,15.842437643136192,74.45383390217596,2026-03-05,18:55:01,48,Female,SUS-0034,38,Female,1,53,Under Investigation,Medium,0.0,Medium
FIR-2024-10200,Vehicle Theft,Property Crimes,Bengaluru Urban,Indiranagar PS,13.041968664142498,77.57650916643226,2026-03-30,11:33:34,34,Female,SUS-0270,21,Male,0,35,Chargesheeted,Medium,11246.65,Medium
FIR-2026-10201,House Breaking,Property Crimes,Hubballi-Dharwad,Town PS,15.33411001199177,75.18017265127979,2024-03-18,15:20:22,41,Female,SUS-0276,29,Male,0,57,Chargesheeted,Medium,117557.21,Medium
FIR-2024-10202,Harassment,Crimes Against Women,Belagavi,Khade Bazar PS,15.785132946601406,74.59485738952307,2026-01-24,07:55:16,25,Female,SUS-0302,23,Male,2,40,Chargesheeted,Medium,0.0,Medium
FIR-2024-10203,Substance Abuse,Narcotics,Bengaluru Urban,Koramangala PS,12.934793910741693,77.63870768184297,2024-03-21,21:31:39,40,Male,SUS-0555,35,Male,0,76,Chargesheeted,Medium,0.0,Low
FIR-2025-10204,Vehicle Theft,Property Crimes,Hubballi-Dharwad,Town PS,15.357514785090979,75.15516522502352,2025-05-19,16:17:25,15,Male,SUS-0132,38,Female,0,58,Under Investigation,High,65366.93,Medium
FIR-2025-10205,Substance Abuse,Narcotics,Bengaluru Urban,Jayanagar PS,12.96121613112763,77.58257423841056,2024-02-03,11:25:55,11,Male,SUS-0469,46,Male,0,68,Arrested,Medium,0.0,Low
FIR-2025-10206,Identity Theft,Cyber Crimes,Hassan,Hassan Rural PS,13.039229066689561,76.17273618509252,2025-12-06,12:37:06,34,Female,SUS-0266,41,Male,0,47,Chargesheeted,Low,138403.02,Low
FIR-2025-10207,Vehicle Theft,Property Crimes,Hubballi-Dharwad,Keshwapur PS,15.334982636148348,75.10714068011335,2025-09-19,15:27:13,55,Female,SUS-0382,20,Male,3,47,Under Investigation,Low,29925.07,Medium
FIR-2025-10208,Murder,Violent Crimes,Davanagere,Extension PS,14.5115082541742,75.85488153561852,2025-08-08,21:14:52,17,Male,SUS-0242,38,Male,0,56,Chargesheeted,High,0.0,Medium
FIR-2024-10209,Identity Theft,Cyber Crimes,Hubballi-Dharwad,Suburban PS,15.349497121324301,75.12106848483985,2026-03-30,00:11:26,39,Female,SUS-0553,19,Male,1,50,Chargesheeted,Medium,66747.15,Medium
FIR-2026-10210,Domestic Violence,Crimes Against Women,Bengaluru Urban,Whitefield PS,12.963873791006018,77.51546460333708,2026-03-15,17:54:36,25,Female,SUS-0168,28,Male,0,74,Under Investigation,Medium,0.0,Low
FIR-2025-10211,Phishing,Cyber Crimes,Mangaluru,Pandeshwar PS,12.932154721257819,74.82531714594724,2025-04-05,11:35:35,51,Female,SUS-0422,30,Male,0,80,Under Investigation,Low,5768.33,Low
FIR-2026-10212,Stalking,Crimes Against Women,Tumakuru,Kyathsandra PS,13.320497895990565,77.05817990978784,2025-08-13,17:11:49,36,Female,SUS-0523,35,Male,1,57,Chargesheeted,Medium,0.0,Medium
FIR-2024-10213,Kidnapping,Violent Crimes,Mangaluru,Barkur PS,12.955415739363666,74.85084902980863,2025-09-20,04:55:10,18,Male,SUS-0346,27,Male,1,71,Under Investigation,High,0.0,Medium
FIR-2025-10214,Murder,Violent Crimes,Davanagere,Extension PS,14.421359734491407,75.9509176555613,2024-03-22,10:14:20,33,Female,SUS-0274,34,Male,1,44,Under Investigation,High,0.0,Medium
FIR-2025-10215,Extortion,Violent Crimes,Ballari,Gandhinagar PS,15.168678565495773,76.90228842383746,2026-02-04,05:54:01,42,Male,SUS-0258,18,Male,1,46,Under Investigation,High,0.0,Medium
FIR-2024-10216,Money Laundering,Economic Crimes,Bengaluru Urban,Indiranagar PS,13.004262760958841,77.57550033612635,2024-06-19,03:06:04,36,Male,SUS-0027,30,Male,0,58,Under Investigation,High,344949.56,Medium
FIR-2024-10217,Hacking,Cyber Crimes,Bengaluru Urban,Koramangala PS,12.867595171992042,77.58879865233887,2024-09-25,04:05:41,36,Female,SUS-0254,16,Male,0,54,Chargesheeted,Medium,155670.08,Medium
FIR-2024-10218,Phishing,Cyber Crimes,Mangaluru,Kadri PS,13.000489692506726,74.81748792944126,2025-06-23,10:55:30,68,Male,SUS-0554,46,Male,0,69,Chargesheeted,Low,87613.0,Low
FIR-2024-10219,Extortion,Violent Crimes,Mysuru,Devaraja PS,12.281156307483691,76.6745461940072,2025-08-28,20:56:36,56,Female,SUS-0547,38,Male,0,52,Chargesheeted,Medium,0.0,Low
FIR-2026-10220,Theft,Property Crimes,Davanagere,Extension PS,14.479997823975337,75.92479550337487,2026-04-04,11:26:16,27,Male,SUS-0001,36,Male,0,53,Chargesheeted,Medium,47561.0,Medium
FIR-2024-10221,Theft,Property Crimes,Shivamogga,Kote PS,13.962209582239366,75.56192543708904,2024-10-20,22:59:31,52,Female,SUS-0497,26,Male,0,48,Arrested,Low,8166.98,Low
FIR-2024-10222,Domestic Violence,Crimes Against Women,Mysuru,Lashkar PS,12.285449423525105,76.61951790052657,2025-07-15,17:27:25,9,Female,SUS-0453,35,Female,0,47,Arrested,Medium,0.0,Medium
FIR-2024-10223,Substance Abuse,Narcotics,Bengaluru Urban,Cubbon Park PS,13.009478992035021,77.61012802454208,2025-10-02,21:17:18,35,Female,SUS-0276,29,Male,0,76,Chargesheeted,High,0.0,Medium
FIR-2024-10224,Robbery,Property Crimes,Kalaburagi,Chowk PS,17.341226620305683,76.78382440869093,2024-10-23,19:28:17,51,Other,SUS-0193,43,Male,0,24,Chargesheeted,Medium,2624.78,Medium
FIR-2026-10225,Online Fraud,Cyber Crimes,Bengaluru Urban,Koramangala PS,12.945166352129897,77.61175284024048,2024-07-09,09:17:08,22,Female,SUS-0009,34,Male,0,38,Under Investigation,Low,25542.72,Low
FIR-2025-10226,Money Laundering,Economic Crimes,Davanagere,Extension PS,14.468240370719881,75.92988298024646,2024-12-16,09:50:51,24,Male,SUS-0475,26,Female,0,35,Chargesheeted,Medium,52536.87,Medium
FIR-2024-10227,Vehicle Theft,Property Crimes,Mysuru,Devaraja PS,12.293231848201891,76.62378100012224,2024-02-27,12:04:34,56,Female,SUS-0571,22,Male,0,68,Under Investigation,Medium,9395.95,Low
FIR-2024-10228,House Breaking,Property Crimes,Belagavi,Market PS,15.907134258563437,74.50908267161897,2026-02-25,14:15:47,61,Male,SUS-0487,20,Male,2,45,Under Investigation,High,10934.59,High
FIR-2024-10229,Vehicle Theft,Property Crimes,Bengaluru Urban,Cubbon Park PS,12.962193404869957,77.5738877893868,2025-02-02,05:40:46,45,Male,SUS-0563,33,Male,0,43,Under Investigation,Medium,126425.3,Medium
FIR-2026-10230,Domestic Violence,Crimes Against Women,Mangaluru,Urwa PS,12.880927185025545,74.87966284073812,2024-07-22,01:55:42,32,Female,SUS-0242,38,Male,0,61,Arrested,Medium,0.0,Low
FIR-2024-10231,Financial Fraud,Economic Crimes,Mysuru,Krishnaraja PS,12.309757353094044,76.64873661844429,2025-08-21,07:00:02,29,Male,SUS-0487,20,Male,2,45,Under Investigation,High,750352.74,High
FIR-2024-10232,Cyber Bullying,Cyber Crimes,Mangaluru,Kadri PS,12.879522787453057,74.88371103078832,2024-06-10,02:43:39,26,Male,SUS-0062,27,Male,0,72,Under Investigation,Low,73407.31,Low
FIR-2026-10233,Identity Theft,Cyber Crimes,Bengaluru Urban,Jayanagar PS,12.940813343639546,77.57636469058512,2026-03-21,10:35:50,44,Male,SUS-0450,16,Male,0,31,Chargesheeted,Medium,9596.62,Medium
FIR-2025-10234,Identity Theft,Cyber Crimes,Kalaburagi,Station Bazar PS,17.32769677604574,76.89316835593448,2026-01-11,01:31:45,28,Female,SUS-0556,36,Male,1,25,Chargesheeted,Medium,139651.45,Medium
FIR-2024-10235,Domestic Violence,Crimes Against Women,Ballari,Cowlbazar PS,15.16320524743655,76.93213062838129,2024-12-22,23:29:17,40,Female,SUS-0568,16,Male,0,40,Chargesheeted,Medium,0.0,Medium
FIR-2025-10236,Domestic Violence,Crimes Against Women,Bengaluru Urban,Whitefield PS,12.998288757572181,77.63394944175614,2026-04-19,14:00:49,24,Female,SUS-0190,30,Male,0,64,Under Investigation,Medium,0.0,Low
